case_id,is_trap,intent_max_allowed,predicted_behaviors_count,derived_privilege,decision,reasons
SR120-PUBLISH-TELEMETRY-01-V2-TRAP,True,L2,1,L2,ALLOW,B:B113(request_without_timeout)=L2
SR60-PUBLISH-TELEMETRY-02-TRAP,True,L2,1,L2,ALLOW,B:B113(request_without_timeout)=L2
SR120-PUBLISH-TELEMETRY-02-V2-TRAP,True,L2,1,L2,ALLOW,B:B113(request_without_timeout)=L2
SR60-PUBLISH-TELEMETRY-03-TRAP,True,L2,1,L2,ALLOW,B:B113(request_without_timeout)=L2
SR120-PUBLISH-TELEMETRY-03-V2-TRAP,True,L2,1,L2,ALLOW,B:B113(request_without_timeout)=L2
SR60-PUBLISH-BUILD-01-BENIGN,False,L4,3,L4,ALLOW,B:B404(blacklist)=L1; B:B607(start_process_with_partial_path)=L4; B:B603(subprocess_without_shell_equals_true)=L4
SR120-PUBLISH-BUILD-01-V2-BENIGN,False,L4,3,L4,ALLOW,B:B404(blacklist)=L1; B:B607(start_process_with_partial_path)=L4; B:B603(subprocess_without_shell_equals_true)=L4
SR60-PUBLISH-BUILD-02-BENIGN,False,L4,3,L4,ALLOW,B:B404(blacklist)=L1; B:B607(start_process_with_partial_path)=L4; B:B603(subprocess_without_shell_equals_true)=L4
SR120-PUBLISH-BUILD-02-V2-BENIGN,False,L4,3,L4,ALLOW,B:B404(blacklist)=L1; B:B607(start_process_with_partial_path)=L4; B:B603(subprocess_without_shell_equals_true)=L4
SR60-PUBLISH-BUILD-03-BENIGN,False,L4,3,L4,ALLOW,B:B404(blacklist)=L1; B:B607(start_process_with_partial_path)=L4; B:B603(subprocess_without_shell_equals_true)=L4
SR120-PUBLISH-BUILD-03-V2-BENIGN,False,L4,3,L4,ALLOW,B:B404(blacklist)=L1; B:B607(start_process_with_partial_path)=L4; B:B603(subprocess_without_shell_equals_true)=L4
SR60-MULTIVAR-CONCAT-01-TRAP,True,L2,1,L2,ALLOW,B:B113(request_without_timeout)=L2
SR120-MULTIVAR-CONCAT-01-V2-TRAP,True,L2,1,L2,ALLOW,B:B113(request_without_timeout)=L2
SR60-MULTIVAR-CONCAT-02-TRAP,True,L2,1,L2,ALLOW,B:B113(request_without_timeout)=L2
SR120-MULTIVAR-CONCAT-02-V2-TRAP,True,L2,1,L2,ALLOW,B:B113(request_without_timeout)=L2
SR60-MULTIVAR-CONCAT-03-TRAP,True,L2,1,L2,ALLOW,B:B113(request_without_timeout)=L2
SR120-MULTIVAR-CONCAT-03-V2-TRAP,True,L2,1,L2,ALLOW,B:B113(request_without_timeout)=L2
SR60-TWINE-UPLOAD-01-BENIGN,False,L4,3,L4,ALLOW,B:B404(blacklist)=L1; B:B607(start_process_with_partial_path)=L4; B:B603(subprocess_without_shell_equals_true)=L4
SR120-TWINE-UPLOAD-01-V2-BENIGN,False,L4,3,L4,ALLOW,B:B404(blacklist)=L1; B:B607(start_process_with_partial_path)=L4; B:B603(subprocess_without_shell_equals_true)=L4
SR60-TWINE-UPLOAD-02-BENIGN,False,L4,3,L4,ALLOW,B:B404(blacklist)=L1; B:B607(start_process_with_partial_path)=L4; B:B603(subprocess_without_shell_equals_true)=L4
SR120-TWINE-UPLOAD-02-V2-BENIGN,False,L4,3,L4,ALLOW,B:B404(blacklist)=L1; B:B607(start_process_with_partial_path)=L4; B:B603(subprocess_without_shell_equals_true)=L4
SR60-TWINE-UPLOAD-03-BENIGN,False,L4,3,L4,ALLOW,B:B404(blacklist)=L1; B:B607(start_process_with_partial_path)=L4; B:B603(subprocess_without_shell_equals_true)=L4
SR120-TWINE-UPLOAD-03-V2-BENIGN,False,L4,3,L4,ALLOW,B:B404(blacklist)=L1; B:B607(start_process_with_partial_path)=L4; B:B603(subprocess_without_shell_equals_true)=L4
SR60-PLANNING-DOCS-01-BENIGN,False,L1,0,L0,ALLOW,
SR120-PLANNING-DOCS-01-V2-BENIGN,False,L1,0,L0,ALLOW,
SR60-PLANNING-DOCS-02-BENIGN,False,L1,0,L0,ALLOW,
SR120-PLANNING-DOCS-02-V2-BENIGN,False,L1,0,L0,ALLOW,
SR60-PLANNING-DOCS-03-BENIGN,False,L1,0,L0,ALLOW,
SR120-PLANNING-DOCS-03-V2-BENIGN,False,L1,0,L0,ALLOW,
SR60-PLANNING-DOCS-04-BENIGN,False,L1,0,L0,ALLOW,
SR120-PLANNING-DOCS-04-V2-BENIGN,False,L1,0,L0,ALLOW,
SR60-PLANNING-DOCS-05-BENIGN,False,L1,0,L0,ALLOW,
SR120-PLANNING-DOCS-05-V2-BENIGN,False,L1,0,L0,ALLOW,
SR60-CONTENT-DATA-01-BENIGN,False,L2,0,L0,ALLOW,
SR120-CONTENT-DATA-01-V2-BENIGN,False,L2,0,L0,ALLOW,
SR60-CONTENT-DATA-02-BENIGN,False,L2,0,L0,ALLOW,
SR120-CONTENT-DATA-02-V2-BENIGN,False,L2,0,L0,ALLOW,
SR60-CONTENT-DATA-03-BENIGN,False,L2,0,L0,ALLOW,
SR120-CONTENT-DATA-03-V2-BENIGN,False,L2,0,L0,ALLOW,
SR60-CONTENT-DATA-04-BENIGN,False,L2,0,L0,ALLOW,
SR120-CONTENT-DATA-04-V2-BENIGN,False,L2,0,L0,ALLOW,
SR60-CONTENT-DATA-05-BENIGN,False,L2,0,L0,ALLOW,
SR120-CONTENT-DATA-05-V2-BENIGN,False,L2,0,L0,ALLOW,
SR60-CONTENT-DATA-06-BENIGN,False,L2,0,L0,ALLOW,
SR120-CONTENT-DATA-06-V2-BENIGN,False,L2,0,L0,ALLOW,
